run_idx,party,warmup,offline_ns,offline_ms,online_ns,online_ms,online_rounds,comm_bytes,wall_ns,offline_b1a_alpha_prg_draw_ns,offline_b2a_idpf_gen_mem_ns,offline_b2b_idpf_write_disk_ns,offline_b1b_alpha_shares_ns,offline_b3_q_bool_ns,offline_b4_q_arith_ns,offline_b5_beavers_ns,offline_m1m2_zc_dpf_ns,online_o1_init_mask_prep_ns,online_o2_mask_exchange_ns,online_o3_round_0_ns,online_o4a_middle_idpf_ns,online_o4b_middle_algebra_net_ns,online_o5_last_round_ns,online_o6_vidpf_verify_ns
1,server,True,586454900,586.455,688032400,688.032,33,195074,7157834700,6241000,332112000,214143000,11264000,695200,520500,805800,2165000,3205000,1990000,27513000,629779000,25117000,13300,326400
1,client,True,623146900,623.147,690090300,690.090,33,195074,7157834700,5865000,379062000,207850000,10141000,209800,155700,310000,951500,3087000,4417000,27404000,635190000,19354000,377200,153200
2,server,False,586982700,586.983,712594500,712.595,33,195074,7092928200,9836000,331986000,210886000,10093000,216800,930500,1966000,996600,3245000,2078000,30048000,662020000,12729000,2232000,137100
2,client,False,579381500,579.381,713713800,713.714,33,195074,7092928200,6317000,334406000,203606000,9855000,416100,417500,669200,947400,3361000,3571000,29393000,647913000,28987000,46500,329000
3,server,False,590708400,590.708,705453500,705.453,33,195074,7098198200,9784000,337419000,210657000,9860000,217100,158600,339600,922100,3103000,2064000,30646000,651797000,17388000,192200,156000
3,client,False,586321000,586.321,707581000,707.581,33,195074,7098198200,5792000,337773000,208169000,9882000,210400,161500,306700,1041000,3325000,4079000,30698000,643408000,25743000,17300,207800
4,server,False,573017700,573.018,712040900,712.041,33,195074,7092581700,8635000,322595000,206853000,10351000,339600,479900,715900,1127000,3472000,3428000,30072000,661772000,12832000,16000,330100
4,client,False,590629400,590.629,710614100,710.614,33,195074,7092581700,6324000,344284000,208214000,10778000,228500,290400,755600,886500,3425000,2015000,30016000,658182000,16533000,172600,147100
5,server,False,592756900,592.757,690706100,690.706,33,195074,7056362900,9044000,334585000,219969000,9992000,212300,161400,329800,962600,3602000,3989000,29237000,634060000,18017000,1565000,136100
5,client,False,563268200,563.268,688908500,688.909,33,195074,7056362900,6119000,323534000,204900000,9922000,187900,174600,349300,829000,3462000,2138000,29228000,639021000,14564000,45200,336600
6,server,False,580705100,580.705,703722400,703.722,33,195074,7081076900,10578000,329928000,207514000,9956000,963400,455900,673100,998400,3358000,3471000,27607000,647234000,21533000,266800,145200
6,client,False,584769400,584.769,702941200,702.941,33,195074,7081076900,6446000,331066000,214034000,9973000,189900,154900,408900,1698000,3355000,2050000,28217000,643022000,25904000,18700,289500
7,server,False,573245300,573.245,694033300,694.033,33,195074,7106364600,10061000,321502000,208893000,12756000,221400,265100,427000,1133000,3157000,3686000,27880000,635865000,22889000,303200,145500
7,client,False,586768000,586.768,692776100,692.776,33,195074,7106364600,6278000,343058000,205490000,10108000,208600,150000,338800,925600,3318000,2081000,27775000,642779000,16377000,18900,334700
8,server,False,583019100,583.019,739481600,739.482,33,195074,7116823500,11592000,323730000,213905000,10257000,211700,160800,453900,2433000,3138000,4621000,28939000,669457000,29613000,3466000,137700
8,client,False,583775000,583.775,738536200,738.536,33,195074,7116823500,6610000,342038000,206335000,9817000,198400,158400,325800,838100,4617000,1943000,28990000,673008000,29505000,39800,333900
9,server,False,577126500,577.126,701873000,701.873,33,195074,7061742800,10486000,327871000,208197000,10294000,206800,166700,378800,1162000,3232000,5455000,27672000,646806000,18085000,371200,143100
9,client,False,568330100,568.330,699963100,699.963,33,195074,7061742800,6289000,329511000,203413000,9857000,190500,153800,299000,912800,4378000,1976000,27974000,633797000,31391000,20400,332200
10,server,False,587054700,587.055,712329400,712.329,33,195074,7123880300,9334000,334404000,212392000,9965000,216200,183900,580400,2720000,3087000,3756000,30687000,647873000,25625000,1054000,138300
10,client,False,605452700,605.453,711040200,711.040,33,195074,7123880300,6186000,351130000,216875000,10072000,209600,207300,315600,886600,3278000,2101000,30971000,651272000,22948000,45900,323400
11,server,False,585266800,585.267,699699700,699.700,33,195074,7128616500,11003000,331118000,211167000,10638000,695500,492600,356600,1543000,5654000,3721000,27688000,641550000,20454000,356300,145700
11,client,False,632053000,632.053,696169200,696.169,33,195074,7128616500,6188000,389021000,202492000,9898000,507300,875500,711500,844300,3396000,2043000,27996000,640651000,21730000,25200,223600
12,server,False,585378800,585.379,699950800,699.951,33,195074,7086226800,10808000,330524000,206082000,9931000,215800,153400,300500,1208000,4667000,2023000,28125000,645866000,17910000,1118000,133400
12,client,False,582098700,582.099,700486500,700.486,33,195074,7086226800,6002000,342144000,205216000,10006000,211200,148800,304500,856600,3326000,4270000,27558000,637113000,27759000,49700,304800
13,server,False,591898000,591.898,707047000,707.047,33,195074,7088008200,10627000,328888000,214954000,13064000,266800,159400,301900,1002000,3938000,2496000,28966000,640346000,30809000,42000,328400
13,client,False,579639200,579.639,706390500,706.390,33,195074,7088008200,6130000,326458000,210398000,10133000,238500,143000,296800,1015000,3595000,2206000,28878000,648608000,22169000,691900,135800
14,server,False,592655200,592.655,684635900,684.636,33,195074,7056838800,9409000,330531000,218088000,11405000,567200,392000,685000,1023000,3314000,1943000,28163000,635395000,14502000,1069000,153800
14,client,False,566539900,566.540,685840600,685.841,33,195074,7056838800,6264000,329473000,199589000,10024000,200400,158000,359500,1809000,3297000,3321000,27832000,637512000,13315000,42800,409000
15,server,False,585657600,585.658,705584700,705.585,33,195074,7156838000,10198000,341460000,199916000,10582000,231900,182200,323300,893400,3172000,4291000,27865000,642302000,24208000,3490000,145600
15,client,False,634064300,634.064,704154100,704.154,33,195074,7156838000,27813000,334179000,216425000,31627000,203200,158200,371900,1834000,3336000,2045000,28602000,646709000,22951000,46500,353000
16,server,False,606778100,606.778,689245000,689.245,33,195074,7089983000,9381000,329020000,232826000,12199000,465500,307100,846300,1022000,4428000,2528000,30393000,647084000,4475000,14900,216800
16,client,False,577689400,577.689,688389700,688.390,33,195074,7089983000,6217000,330791000,204889000,9954000,203200,497000,3273000,870300,3743000,2727000,29893000,645020000,6583000,170800,142500
17,server,False,593437700,593.438,723519900,723.520,33,195074,7098664000,10382000,333467000,217507000,10235000,217700,165900,319600,1679000,4711000,1973000,28604000,650587000,33476000,3924000,135500
17,client,False,566629200,566.629,722710700,722.711,33,195074,7098664000,6544000,326058000,204279000,10356000,225700,146700,297800,1344000,3345000,2845000,28333000,653116000,34486000,65500,395600
18,server,False,570779300,570.779,675241600,675.242,33,195074,7067924900,11067000,327626000,200043000,10188000,211300,188500,668300,1174000,3270000,2166000,27963000,629950000,11123000,545100,139300
18,client,False,607301500,607.302,675400700,675.401,33,195074,7067924900,6264000,352624000,213270000,10029000,200900,147200,304400,1285000,3285000,2168000,27951000,629089000,12478000,32200,284700
19,server,False,592407900,592.408,704466800,704.467,33,195074,7079140200,11446000,331050000,215006000,10906000,332100,1116000,684800,949700,3320000,5008000,27442000,641973000,26249000,22300,348700
19,client,False,566333200,566.333,702442300,702.442,33,195074,7079140200,6226000,324071000,206873000,10026000,200200,148100,299100,1130000,4057000,1976000,27590000,636220000,32135000,222100,136800
20,server,False,603729000,603.729,703571900,703.572,33,195074,7093429600,10094000,339730000,223235000,10104000,290500,188700,390300,994000,3332000,4810000,27715000,645325000,20785000,1359000,146100
20,client,False,575710600,575.711,701324000,701.324,33,195074,7093429600,6176000,332021000,206786000,10087000,195500,156700,323000,945800,3704000,2078000,27906000,643331000,23856000,19000,334900
21,server,False,582817600,582.818,696008700,696.009,33,195074,7074694800,10161000,329641000,207689000,10190000,548300,575800,687000,1166000,3191000,2016000,27970000,638847000,23522000,26200,327800
21,client,False,575486600,575.487,700796100,700.796,33,195074,7074694800,6170000,326830000,207326000,10090000,566700,426200,685100,1359000,3537000,6517000,28191000,632177000,29832000,287200,146100
22,server,False,596028900,596.029,793954700,793.955,33,195074,7199344500,11893000,345447000,205112000,10231000,205900,149800,321600,1792000,3149000,4623000,33505000,748493000,3638000,47000,385000
22,client,False,598608900,598.609,793014100,793.014,33,195074,7199344500,6297000,338816000,218492000,9943000,191200,149600,308700,974600,4443000,1944000,34107000,669373000,81933000,844000,263600
23,server,False,601928200,601.928,717997200,717.997,33,195074,7124797700,9776000,343377000,219164000,10187000,200700,159700,315400,919200,3310000,2537000,30289000,636273000,41787000,3554000,137000
23,client,False,587496800,587.497,717617000,717.617,33,195074,7124797700,6068000,339482000,207063000,9942000,197200,158200,295600,943100,3301000,2007000,30166000,670769000,10867000,46300,351600
24,server,False,584177400,584.177,712115100,712.115,33,195074,7116800400,11716000,339167000,200720000,10137000,206000,150600,344500,1440000,3161000,2046000,33916000,663736000,8764000,43600,338500
24,client,False,576759800,576.760,720630600,720.631,33,195074,7116800400,6404000,326001000,209962000,10344000,468200,406000,623800,1107000,6466000,7477000,33828000,637480000,33614000,1515000,137600
25,server,False,584788200,584.788,721909500,721.909,33,195074,7105830400,10800000,332174000,205381000,11897000,796500,529100,683800,904800,3572000,2022000,30765000,650692000,32502000,2123000,136000
25,client,False,587240700,587.241,722860900,722.861,33,195074,7105830400,6816000,337623000,205108000,9980000,201300,147300,306900,895800,3552000,3203000,30317000,663084000,22204000,44900,334400
26,server,False,594800600,594.801,715880700,715.881,33,195074,7105086300,9559000,337608000,214295000,10081000,211600,162400,329400,1160000,3182000,8119000,27496000,643558000,33134000,17300,276600
