run_idx,party,warmup,offline_ns,offline_ms,online_ns,online_ms,online_rounds,comm_bytes,wall_ns,offline_b1a_alpha_prg_draw_ns,offline_b2a_idpf_gen_mem_ns,offline_b2b_idpf_write_disk_ns,offline_b1b_alpha_shares_ns,offline_b3_q_bool_ns,offline_b4_q_arith_ns,offline_b5_beavers_ns,offline_m1m2_zc_dpf_ns,online_o1_init_mask_prep_ns,online_o2_mask_exchange_ns,online_o3_round_0_ns,online_o4a_middle_idpf_ns,online_o4b_middle_algebra_net_ns,online_o5_last_round_ns,online_o6_vidpf_verify_ns
86,client,False,566980000,566.980,670387800,670.388,33,195074,7042929800,6320000,316278000,209765000,10387000,513000,387100,614300,869800,3604000,2203000,29333000,612550000,22275000,173100,145600
87,server,False,578684300,578.684,674721900,674.722,33,195074,7044829700,13395000,315876000,213830000,10472000,497100,386700,665000,1354000,3190000,2208000,27415000,623781000,17759000,15600,259000
87,client,False,575516400,575.516,674719000,674.719,33,195074,7044829700,6037000,312197000,223745000,10191000,194600,149000,304300,850900,3335000,2031000,27530000,616852000,24552000,178700,143300
88,server,False,577804600,577.805,680503400,680.503,33,195074,7042570700,9857000,318286000,211573000,12077000,522800,413900,673200,954500,3354000,5489000,27361000,618520000,22978000,2390000,288900
88,client,False,572115400,572.115,677091600,677.092,33,195074,7042570700,6184000,319855000,214924000,9925000,194500,153800,297500,931700,3232000,1985000,27352000,612286000,31527000,48500,546900
89,server,False,571615900,571.616,679550500,679.551,33,195074,7030717100,10691000,309744000,216911000,10001000,234900,433000,698000,934900,3563000,3509000,28076000,616365000,27535000,50600,344200
89,client,False,568123700,568.124,678281900,678.282,33,195074,7030717100,6064000,321080000,207607000,10009000,207900,158200,305400,1312000,3358000,2078000,28564000,615278000,24644000,4130000,140300
90,server,False,577219000,577.219,655745100,655.745,33,195074,7043224800,9484000,324030000,211481000,10104000,208400,151700,345000,973300,3470000,4740000,28649000,611336000,7246000,17700,198900
90,client,False,591884000,591.884,653437300,653.437,33,195074,7043224800,6046000,316239000,235254000,10047000,494800,387800,628100,877500,3622000,2229000,28660000,611154000,7207000,317100,148600
91,server,False,564898800,564.899,652041400,652.041,33,195074,7005141300,9155000,313651000,209253000,10348000,272500,194800,368500,1271000,3122000,2273000,26961000,603901000,15367000,15200,310900
91,client,False,578992800,578.993,651889500,651.889,33,195074,7005141300,6172000,315005000,220362000,10250000,206700,161800,321100,948100,3111000,2131000,26938000,601913000,17397000,138600,161300
92,server,False,569006100,569.006,667493100,667.493,33,195074,7015665600,9467000,313559000,210268000,11948000,213300,159300,336200,1037000,3362000,2068000,27876000,612231000,21403000,291800,160700
92,client,False,566754000,566.754,667765500,667.765,33,195074,7015665600,5580000,319717000,210246000,10192000,201300,153600,295800,893700,3476000,2573000,27326000,616417000,17601000,23700,251700
93,server,False,591080400,591.080,664165500,664.165,33,195074,7037499100,11115000,324393000,220351000,10536000,549800,451400,684900,913500,3244000,3104000,29017000,617515000,10855000,180800,155600
93,client,False,569262800,569.263,663390400,663.390,33,195074,7037499100,6136000,319998000,213914000,9800000,206600,162800,328900,810100,3408000,2096000,28918000,623268000,5425000,15500,170900
94,server,False,567090500,567.091,661317100,661.317,33,195074,7027130800,10819000,314834000,211869000,10013000,205400,157500,335600,945000,3394000,4123000,29878000,618783000,2174000,2710000,146400
94,client,False,583830400,583.830,659557400,659.557,33,195074,7027130800,6087000,315225000,228086000,10242000,391100,420000,666400,856200,3519000,2152000,29830000,606874000,16684000,49700,344600
95,server,False,574424400,574.424,681923500,681.923,33,195074,7073342100,11122000,311241000,217919000,10759000,503300,400200,679500,993500,4031000,25807000,29902000,616663000,3124000,2119000,154300
95,client,False,575620700,575.621,688246400,688.246,33,195074,7073342100,5666000,314980000,217856000,11505000,495700,398700,628400,900300,6669000,5900000,53537000,610741000,11051000,53000,177900
96,server,False,576030200,576.030,670116200,670.116,33,195074,7026946600,10083000,314682000,215327000,10953000,507800,424500,690100,915200,3556000,4338000,27851000,615498000,18496000,17200,266300
96,client,False,564000600,564.001,667855900,667.856,33,195074,7026946600,5568000,316181000,211970000,9995000,197200,186100,344700,886900,3484000,2032000,28020000,612816000,21080000,190900,141300
97,server,False,584543500,584.543,661528800,661.529,33,195074,7036499300,10941000,322990000,216874000,10180000,225500,161700,448000,2701000,3551000,2108000,27522000,612785000,15031000,22300,401400
97,client,False,576457000,576.457,661482700,661.483,33,195074,7036499300,6043000,313669000,227185000,10210000,200100,153900,311100,825400,3486000,2374000,27191000,607822000,16065000,4281000,155400
98,server,False,593107400,593.107,681599100,681.599,33,195074,7067663800,10281000,321514000,221432000,11535000,214400,178100,459900,1173000,3387000,3476000,29754000,619009000,25574000,18000,287100
98,client,False,579455900,579.456,680278800,680.279,33,195074,7067663800,6232000,322100000,220362000,10049000,189800,167900,382700,833900,3394000,2168000,29946000,617367000,26755000,382900,151000
99,server,False,568678700,568.679,659135500,659.135,33,195074,7000990100,9131000,310849000,214146000,10587000,265500,186800,335800,1147000,3411000,2659000,27031000,607319000,18183000,189300,223700
99,client,False,569757000,569.757,658787200,658.787,33,195074,7000990100,5916000,310649000,218506000,9954000,495200,403600,670000,1263000,3424000,1992000,27280000,610856000,14720000,22500,404400
100,server,False,589797300,589.797,669836400,669.836,33,195074,7046460900,9120000,321797000,224886000,10179000,245500,172100,318000,1134000,3430000,2041000,27611000,610177000,26097000,44600,328800
100,client,False,572905600,572.906,671693600,671.694,33,195074,7046460900,6200000,313783000,219280000,10400000,207600,155200,346300,833300,3960000,3926000,26974000,616782000,18647000,1167000,136200
